return,volatility,sharpe
0.10095749306555034,0.12526387035249795,0.44671694166948167
0.04660600597682642,0.0840263514342066,0.019113122840802344
0.10564859337382622,0.1265838003285037,0.4791181274099383
0.0702049908099795,0.09694638829615236,0.2599889614555124
0.08000826696544582,0.10726127410674462,0.3263830982522749
0.08256931674773459,0.09792356729144996,0.3836596009203485
0.0850540069962197,0.1109107524386288,0.3611372758325045
0.05085429866236953,0.08197794398457063,0.07141309452053828
0.052104752175174296,0.08449184254511433,0.08408802508219326
0.0538255321231784,0.09418568171547695,0.09370354349442647
0.07090507422527426,0.09639894623960009,0.26872777385851354
0.094470607352332,0.11670615805869722,0.42389029143989826
0.09174603112829231,0.11301009309317905,0.4136447448968057
0.10167736074340497,0.11988971278073503,0.4727458213788665
0.07378268768951811,0.12156760363645865,0.23676281203659474
0.0524381501932302,0.07529437088033115,0.09878760000600839
0.11045105201133754,0.12317542432970378,0.5313645345044207
0.09041341904833541,0.11165925670883717,0.40671432344167857
0.07542862576395484,0.09674912075303665,0.31451061805127345
0.0816781811065354,0.10847255560396464,0.33813328083140337
0.06940331281723769,0.10060448707221169,0.24256684296518036
0.06756945555589224,0.10351843921401009,0.2180235301773919
0.07978301622870806,0.10116947725046908,0.3438093896896832
0.06592761712986794,0.09077843458416089,0.2305351180127027
0.09793980188106745,0.1157826195859903,0.4572344456393105
0.04924708553248276,0.08717509552140616,0.04871902355919847
0.10652358957405868,0.12379260473314603,0.4969892160091649
0.10758719189814804,0.12644846635500773,0.49496204819465894
0.10562985353423496,0.12288981148538179,0.4933676177170075
0.07413968296496332,0.09329555648315213,0.3123373080498805
0.10526486833058166,0.13225096007971304,0.4556856773989207
0.0768458695950702,0.10015453345951213,0.31796733003547983
0.04069808401228575,0.07331679687199187,-0.0586757219525727
0.08894729717614108,0.10384486292450534,0.42320145588800606
0.06308222891270049,0.08702243094590266,0.20778813825531117
0.06087360842976991,0.08491257067128187,0.18694061791181288
0.0872283999335891,0.108582764853212,0.3889051820579051
0.09881368410452335,0.12604596096094137,0.4269369973798599
0.10086284449748285,0.12362190151305032,0.4518846888274536
0.07373391385218228,0.10069041250945127,0.285368915828855
0.06227933767560596,0.08988920029290474,0.19222929583644183
0.08511319980527152,0.10558793710389927,0.3799032437370175
0.05213125107207954,0.08326748274740854,0.0856426883194266
0.09966513193678671,0.12348191460431364,0.442697476079441
0.10987100922968698,0.13723942542885814,0.47268493748769497
0.07731336435670792,0.10670112924673437,0.3028399472885324
0.06688099510443893,0.09069159660321846,0.24126816512195373
0.09605256193217337,0.12141734891845665,0.42047172324986315
0.04805628466104201,0.09552658986373978,0.03199407270165858
0.08863402791025163,0.11027409398978996,0.3956870225049558
0.07148788153580195,0.1027366154281505,0.2578231862653332
0.0363525434273584,0.07682568575301321,-0.11255944529336574
0.03983403649569098,0.08391332224418765,-0.06156309112963105
0.09424669719076817,0.1108655503402931,0.444201981946685
0.10263751238512815,0.12561103880055494,0.4588570633242269
0.04584868918115736,0.08751565881473361,0.009697569471013105
0.07930698178031428,0.10043377337503843,0.3415880995748872
0.05219140836249899,0.07963564844983968,0.09030388403289846
0.07339895995147067,0.09783527509019041,0.29027321613079543
0.041952520822605345,0.08263969779707146,-0.0368766979869407
0.04751942376899604,0.08379446821557152,0.03006670753628407
0.04782452099212685,0.07742411197395714,0.036481154515235814
0.061876335127535244,0.08898532859856875,0.1896530067744975
0.055916337605087164,0.08239522785809202,0.13248749823094366
0.035868256529641866,0.07540465789129305,-0.12110317486650345
0.056581120190933476,0.0707771926865206,0.1636278545579992
0.0454340381813231,0.08011536301919525,0.005417664789450017
0.11778770915412498,0.1384020504784724,0.5259149622602353
0.07138162205387079,0.09308349989749977,0.2834188882339114
0.07903617671626438,0.10748113928010732,0.31667115685815794
0.06014466920797308,0.10208108790846533,0.14835920657069304
0.049543954191872436,0.07821746054307507,0.05809385986611059
0.05360525854336445,0.09275915607172004,0.09276990981581361
0.12200526447348058,0.1348635280367107,0.5709865787621933
0.04324851532523302,0.06474550496853218,-0.02705183434152283
0.04218292508644318,0.08556041491779338,-0.03292497957453184
0.08787279672656194,0.11311149921370374,0.37903128350868676
0.11820019358431334,0.1364673565110114,0.5363934310430267
0.07051447149317705,0.0953841697777558,0.2674916765814026
0.11385224788780328,0.13968770254642188,0.4929012835966851
0.10780955454783742,0.12406012098288838,0.506283196003821
0.055628218250179606,0.08711151906707225,0.12200703608435896
0.05657111643902925,0.07902227775654931,0.1464285359462477
0.0905132778272606,0.11124179385168459,0.4091382946228116
0.10898196687219554,0.13422325633486018,0.4766831666829281
0.08703878461769662,0.09962337134295464,0.42197713298596984
0.09968977126043545,0.1289599484239981,0.4240833834751926
0.0784383378798374,0.10367956792407919,0.32251617699953267
0.08186027167218152,0.10359230329306823,0.35582056292253506
0.09387553946316109,0.1106949075698636,0.44153376642294
0.0695457883544093,0.09479955258835804,0.2589230400800824
0.07766291975088158,0.10885440601755299,0.30006061257285827
0.11364634395823728,0.13295105851534994,0.516327923408836
0.09042792653548037,0.11212509302062428,0.40515396965712547
0.05931444170710179,0.10056783465070558,0.14233618290399733
0.034468644757905294,0.07566046772851552,-0.13919230951470266
0.06860402169352976,0.1005552906554297,0.23473674572144668
0.07298012396815634,0.08896086379313203,0.3145217208459308
0.0786395850134792,0.1001008193421866,0.33605703963805716
0.09808292220424346,0.11758782831532207,0.4514321164423324
0.09949578389605407,0.1210543523099671,0.45017616348493006
0.07037121830658122,0.09726326116070019,0.2608509935181221
0.0787713756473988,0.09893707292217822,0.3413419727301074
0.0755212672119112,0.10530525893236997,0.28983611570161777
0.06379318391064265,0.08731917218818384,0.21522402743513147
0.060775539858800826,0.0827679957083571,0.1905995152327697
0.07599725806292021,0.10921457750145848,0.28381978644294314
0.048593405019013894,0.08970876175792646,0.04005634398020649
0.09153491436627348,0.11810634205838567,0.3940085989901289
0.11643268149051443,0.139622580261227,0.5116126729420656
0.07981658106562448,0.09779009017480682,0.35603383741018474
0.050920964260779716,0.09242653318926074,0.06406130422154241
0.12353113845853013,0.1432740255030348,0.5481184616877167
0.08383227018356215,0.1028181867496222,0.3776790022384327
0.05687899675027493,0.08661931596022965,0.1371402742978142
0.057427797459890614,0.08297918483766852,0.14977005961438417
0.08301221328305321,0.1001878214162131,0.3794095204958894
0.040602747554904964,0.08693308437332882,-0.05058203648005059
0.055240720842578375,0.09232978079656955,0.1109146014885683
0.05268345370649696,0.07180390648556695,0.10700606808964341
0.06782546274933553,0.09100191061829514,0.2508239947299158
0.09114076009316452,0.11319437463001755,0.4076241442560931
0.11604492014552627,0.1263193365753974,0.5624231576225943
0.0888897534490027,0.11603291681142622,0.37825260844154446
0.0828662555847403,0.10220184646697426,0.37050461311358485
0.10621897937352678,0.12057218961618366,0.5077371454263591
0.08280051388352161,0.09726779384200682,0.388623123753803
0.062300109623583136,0.09553055588801763,0.18109503773706276
0.030836406907981662,0.0708029527151878,-0.20004240711531981
0.07288568396823415,0.08757902932381244,0.31840594927274596
0.04350762411175396,0.07166721438578631,-0.020823690456455327
0.07796707621708253,0.10056281261933311,0.327825717662402
0.0656632772592315,0.09669489765320967,0.21369563193850294
0.10938052359757258,0.13399302353249481,0.48047668378764197
0.09409265874075151,0.11101764557332375,0.44220590778361735
0.08832189792007097,0.10479827713213158,0.41338368440399015
0.09508491277330641,0.11361225608801367,0.4408407551955169
0.12256319395517587,0.14592173022474333,0.5315397085527691
0.08934035996434182,0.11421627506742375,0.3882140258747449
0.10127717363765047,0.12778445733925745,0.4404070323532314
0.05420077382957282,0.08480086416911564,0.10849858571280611
0.09121804384777601,0.1142327014303719,0.4045955603697881
0.0765912133091417,0.09627017204776615,0.32815162409252957
0.10076174512948513,0.11853168071318437,0.470437479617065
0.06426576369225825,0.09296308926701781,0.207241001177588
0.10592638683201205,0.12647843084783839,0.48171365207171474
0.07079783656141683,0.09225611792921683,0.27963279986710615
0.08381763694894546,0.10805124268795341,0.3592521102330018
0.06194767692553996,0.08561716704404236,0.19794718174711268
0.04206462115605175,0.08303165486723345,-0.03535252728181656
0.10471912825114549,0.13145459028310233,0.45429473495397604
0.1100135546964755,0.12604178204876137,0.5158095485457665
0.10671474749541732,0.13124298782450047,0.4702327226650992
0.11866746462427875,0.13365714135737833,0.5511674413812536
0.052423129153949796,0.08460831526653172,0.08773522000249714
0.049890719999136565,0.09005172594550302,0.054310119520599796
0.060164995382227526,0.09597112851130768,0.15801622443608893
0.04194511491032116,0.09501007344407246,-0.03215327574162012
0.04939074443192655,0.08116246055205946,0.05409821735394811
0.05249503130316463,0.08253438607804751,0.0908110141641698
0.08369232327326458,0.10443952922547632,0.3704758491368823
0.09516488046110053,0.11302733074909967,0.443829648356976
0.09871169915632326,0.12526001580180424,0.4288016316500385
0.11615699509667969,0.1368207561814607,0.520074563849849
0.06819612257140693,0.10069876984056259,0.23035159821846482
0.08458547704890723,0.10668498666061253,0.37105011949654165
0.07818053440318634,0.09832416290546675,0.33746063452467523
0.10905145321964689,0.12985515438182213,0.49325306742396957
0.06011116076872559,0.08281586849454736,0.18246697213252694
