target,return,volatility,sharpe,w_VTI,w_VEA,w_VWO,w_AGG,w_TLT,w_TIP,w_VNQ,w_DBC,w_BTC-USD,w_BIL,w_LQD,w_HYG,w_GLD
0.16900112338026652,0.16900112347501248,0.16479903103820912,0.7524384257226759,0.38644305186455485,1.0123737785583398e-17,1.6263032587282567e-17,7.575862680242462e-18,0.0,4.365268996969762e-17,4.571267409742008e-17,0.0,0.17126467618858357,0.024718618630973903,0.0,3.08455518072126e-17,0.4175736533158875
0.17853264195191793,0.17853264193360888,0.17509697970687674,0.7626210466745391,0.3938858447750974,7.947201924318748e-17,5.767955557622884e-17,7.806255641895632e-18,1.1275702593849246e-17,1.5937771935536915e-17,1.4501204056993622e-17,3.361026734705064e-17,0.18761882215142622,0.0,0.0,0.0,0.41849533307347625
0.1880641605235693,0.18806416052770009,0.1857806264494675,0.7700703957234942,0.39524440960594603,0.0,0.0,2.5494844679407186e-17,0.0,2.2417573982032313e-17,2.168404344971009e-18,0.0,0.20746114963340048,0.0,0.0,2.0816681711721685e-17,0.39729444076065357
0.19759567909522072,0.19759567907104925,0.19684096757410155,0.7752231710281754,0.40801657911251027,0.0,5.2475385148298415e-17,1.3010426069826053e-18,0.0,0.0,0.0,0.0,0.2263193631327031,1.734723475976807e-17,0.0,5.160802341031001e-17,0.3656640577547867
0.20712719766687213,0.20712719767481644,0.2081774477094067,0.778793281686922,0.40218970866377984,2.0816681711721685e-17,0.0,0.0,1.2576745200831851e-17,0.0,0.0,1.0408340855860843e-17,0.24678123956515274,0.0,2.6454533008646308e-17,2.168404344971009e-18,0.35102905177106747
0.2166587162385235,0.21665871622424812,0.21978380991645963,0.781034400529757,0.3951897783973693,0.0,0.0,1.7997756063259374e-17,2.3852447794681098e-18,0.0,0.0,1.3010426069826053e-17,0.2673442604807512,0.0,1.7780915628762273e-17,0.0,0.33746596112187965
0.22619023481017492,0.22619023470980343,0.23162663905330108,0.7822512792585511,0.3865002930161147,8.326672684688674e-17,0.0,3.122502256758253e-17,2.949029909160572e-17,7.112366251504909e-17,1.9081958235744878e-17,4.5102810375396984e-17,0.28805295957200416,0.0,3.2959746043559335e-17,1.3877787807814457e-17,0.32544674741188107
0.23572175338182633,0.23572175337858386,0.24361854175932188,0.7828704334295034,0.4020367989619748,0.0,6.938893903907228e-18,0.0,1.431146867680866e-17,1.4094628242311558e-17,2.7538735181131813e-17,3.0357660829594124e-17,0.30667282428243636,0.0,3.686287386450715e-17,0.0,0.2912903767555888
0.24525327195347774,0.24525327199229535,0.25579039496287564,0.7828803424044101,0.40339531202877016,2.2551405187698492e-17,0.0,0.0,1.3010426069826053e-17,2.6020852139652106e-18,2.5478751053409354e-17,1.0733601507606494e-17,0.32651515626874233,1.2663481374630692e-16,0.0,2.5148069390801275e-16,0.27008953170248723
0.25478479052512915,0.25478479051829755,0.2681007253406125,0.7824849792993785,0.4047538407748273,7.806255641895632e-18,6.245004513516506e-17,0.0,0.0,0.0,6.938893903907228e-18,2.5153490401663703e-17,0.3463574867194696,0.0,1.8431436932253575e-18,2.6020852139652106e-17,0.24888867250570304
0.2643163090967805,0.2643163090956141,0.28053130360011397,0.7817890776575888,0.40611240090747325,0.0,0.0,2.6020852139652106e-17,0.0,0.0,0.0,2.2551405187698492e-17,0.3661998145714095,1.2880321809127793e-16,0.0,1.4051260155412137e-16,0.227687784521117
0.2738478276684319,0.27384782765237536,0.2930668289313623,0.7808725009474636,0.40747083767528514,0.0,0.0,2.905661822261152e-17,3.426078865054194e-17,3.122502256758253e-17,5.898059818321144e-17,8.673617379884035e-18,0.386042153017177,0.0,1.691355389077387e-17,5.0306980803327406e-17,0.20648700930753794
0.2833793462400833,0.2833793462218481,0.3056943910406556,0.7797962710743523,0.4088294432628931,0.0,0.0,0.0,1.2891163830852648e-16,1.734723475976807e-18,4.163336342344337e-17,0.0,0.40588447693343377,0.0,8.673617379884035e-19,9.020562075079397e-17,0.18528607980367304
0.29291086481173473,0.2929108646065659,0.3184030395809739,0.778607091605729,0.41018790687590584,2.5153490401663703e-17,2.7755575615628914e-17,2.0816681711721685e-17,4.466912950640278e-17,0.0,3.2959746043559335e-17,3.404394821604484e-17,0.4257268127042633,0.0,2.7755575615628914e-17,0.0,0.16408528041983084
0.30244238338338614,0.3024423833825022,0.33118344072925165,0.777340747519336,0.41154628249232694,0.0,0.0,0.0,6.071532165918825e-18,0.0,0.0,0.0,0.4455691568816431,0.0,1.0408340855860843e-17,1.0408340855860843e-16,0.1428845606260301
0.31197390195503755,0.3119739019527084,0.34402759715054676,0.7760246682648556,0.4129046626857949,6.938893903907228e-18,1.431146867680866e-17,3.0357660829594124e-17,9.80118763926896e-17,9.974659986866641e-17,6.331740687315346e-17,4.85722573273506e-17,0.46541150023356803,0.0,1.5612511283791264e-17,0.0,0.12168383708063688
0.32150542052668896,0.321505420211771,0.35692862599136804,0.774679866160295,0.41426336679329334,6.765421556309548e-17,0.0,3.9898639947466563e-17,4.119968255444917e-18,7.047314121155779e-17,5.4643789493269423e-17,5.204170427930421e-17,0.485253815005142,0.0,3.382710778154774e-17,6.245004513516506e-17,0.10048281820156435
0.3310369390983403,0.33103693909564597,0.3698805775818338,0.7733224084532042,0.41562175757283293,2.0816681711721685e-17,0.0,2.7755575615628914e-17,3.686287386450715e-17,9.540979117872439e-18,0.0,3.469446951953614e-18,0.505096158101143,6.071532165918825e-18,3.187554387107383e-17,3.5778671692021646e-17,0.07928208432602395
0.3405684576699917,0.3405684579798313,0.38287828337659957,0.7719645402011736,0.4169801294520522,4.618701254788249e-17,0.0,0.0,3.8163916471489756e-17,0.0,1.929879867024198e-17,5.204170427930421e-18,0.5249385028274339,1.3877787807814457e-17,3.5128150388530344e-17,1.0061396160665481e-16,0.058081367720513685
0.35009997624164313,0.3500999765274309,0.3959172366973563,0.7706155434719122,0.41833873704307456,2.7755575615628914e-17,0.0,0.0,0.0,0.0,9.367506770274758e-17,1.431146867680866e-17,0.5447808265251471,4.5102810375396984e-17,0.0,8.239936510889834e-17,0.036880436431778296
0.35963149481329454,0.3596314948125848,0.4089934926307583,0.7692823980860642,0.41969726112108674,4.597017211338539e-17,0.0,0.0,7.025630077706069e-17,0.0,6.158268339717665e-17,7.806255641895632e-18,0.5646231568740184,8.500145032286355e-17,1.0495077029659683e-16,0.0,0.01567958200489456
0.36916301338494595,0.3691630133812933,0.422105542386034,0.7679667306638491,0.4150135316776826,1.0408340855860843e-17,0.0,6.245004513516506e-17,3.7730235602495554e-17,3.469446951953614e-18,9.974659986866641e-18,0.0,0.5849864683223173,0.0,0.0,2.42861286636753e-17,2.220446049250313e-16
0.37869453195659736,0.3786945319534521,0.43528891687506627,0.7666047055574974,0.39317071422024064,3.469446951953614e-17,0.0,0.0,0.0,0.0,3.9898639947466563e-17,2.0383000842727483e-17,0.6068292857797595,0.0,2.3852447794681098e-17,0.0,0.0
0.3882260505282487,0.38822605049796866,0.4485521812970377,0.7651864483313692,0.3713278968261446,0.0,0.0,0.0,6.591949208711867e-17,7.632783294297951e-17,0.0,0.0,0.6286721031738558,0.0,0.0,0.0,0.0
0.3977575690999001,0.3977575693141988,0.46188845392959343,0.7637289183417656,0.3494850788093781,0.0,0.0,0.0,5.204170427930421e-18,6.808789643208968e-17,0.0,0.0,0.650514921190622,2.0816681711721685e-17,5.204170427930421e-17,0.0,0.0
0.40728908767155153,0.4072890876618103,0.4752915881641611,0.7622459489787545,0.32764226186651757,0.0,0.0,0.0,2.42861286636753e-17,5.204170427930421e-17,2.3418766925686896e-17,3.903127820947816e-17,0.6723577381334827,5.4643789493269423e-17,0.0,0.0,0.0
0.41682060624320294,0.41682060624084666,0.4887560843321099,0.7607488032582618,0.30579944439331397,4.597017211338539e-17,9.020562075079397e-17,0.0,0.0,2.0816681711721685e-17,1.3877787807814457e-17,1.214306433183765e-17,0.6942005556066859,0.0,0.0,0.0,0.0
0.42635212481485435,0.4263521249361833,0.5022770075523766,0.7592466292545087,0.2839566266535921,0.0,2.6020852139652106e-18,0.0,0.0,6.938893903907228e-18,2.688821387764051e-17,1.3010426069826053e-16,0.7160433733464078,1.474514954580286e-17,4.9439619065339e-17,3.0357660829594124e-18,0.0
0.43588364338650576,0.43588364338600505,0.5158499203206058,0.7577468329219998,0.2621138094765021,1.491862189340054e-16,0.0,5.2909066017292616e-17,1.1275702593849246e-17,1.5655879370690684e-16,0.0,1.7780915628762273e-17,0.7378861905234976,6.852157730108388e-17,3.5561831257524545e-17,1.3010426069826053e-18,1.0408340855860843e-17
0.4454151619581571,0.4454151619560662,0.5294708249098177,0.75625538390008,0.2402709920238673,0.0,0.0,3.2959746043559335e-17,7.806255641895632e-18,2.168404344971009e-17,8.673617379884035e-18,0.0,0.7597290079761327,1.0408340855860843e-17,0.0,4.336808689942018e-18,1.3877787807814457e-17
0.4549466805298085,0.4549466807044091,0.5431361107769332,0.7547770670559866,0.21842817416267402,0.0,0.0,4.163336342344337e-17,0.0,0.0,0.0,0.0,0.7815718258373259,1.3877787807814457e-17,2.3418766925686896e-17,8.673617379884035e-18,2.7755575615628914e-17
0.46447819910145993,0.4644781991006846,0.556842509750624,0.7533156893652811,0.19658535710829309,4.163336342344337e-17,4.336808689942018e-17,1.1275702593849246e-17,4.336808689942018e-18,3.2959746043559335e-17,0.0,2.42861286636753e-17,0.8034146428917068,4.85722573273506e-17,0.0,0.0,0.0
0.47400971767311134,0.47400971782415663,0.5705870599741362,0.7518742500813163,0.17474253930409528,0.0,0.0,0.0,8.283304597789254e-17,1.0061396160665481e-16,0.0,0.0,0.8252574606959048,9.107298248878237e-18,1.3877787807814457e-17,0.0,0.0
0.48354123624476275,0.48354123635051866,0.5843670687331218,0.7504550817712125,0.15289972195160273,0.0,3.729655473350135e-17,0.0,0.0,0.0,0.0,3.2959746043559335e-17,0.8471002780483974,0.0,0.0,1.214306433183765e-17,0.0
0.4930727548164141,0.4930727547489635,0.5981800855836819,0.7490599663005344,0.13105690489225058,0.0,0.0,1.7780915628762273e-17,1.1102230246251565e-16,5.681219383824043e-17,0.0,3.0357660829594124e-17,0.8689430951077497,2.862293735361732e-17,0.0,0.0,0.0
0.5026042733880656,0.5026042733397207,0.6120238760624025,0.7476902311129165,0.10921408739218723,0.0,0.0,8.673617379884035e-18,0.0,0.0,2.3635607360183997e-17,0.0,0.8907859126078129,4.336808689942018e-18,8.413408858487514e-17,0.0,1.214306433183765e-17
0.5121357919597169,0.5121357919872062,0.6258963980104786,0.7463468290791881,0.0873712697621231,0.0,6.938893903907228e-18,0.0,1.3877787807814457e-17,2.7755575615628914e-17,7.068998164605489e-17,0.0,0.9126287302378769,0.0,3.252606517456513e-17,9.107298248878237e-18,0.0
0.5216673105313684,0.5216673089095095,0.6397957799051616,0.7450304048272514,0.06552845608555707,2.0816681711721685e-16,0.0,0.0,1.3877787807814457e-17,2.7755575615628914e-17,0.0,0.0,0.9344715439144431,4.163336342344337e-17,0.0,0.0,0.0
0.5311988291030197,0.5311988274473589,0.6537203131730642,0.7437413487848035,0.04368563870673957,0.0,5.551115123125783e-17,1.3877787807814457e-17,0.0,4.163336342344337e-17,6.938893903907228e-17,1.3877787807814457e-17,0.9563143612932608,0.0,0.0,0.0,0.0
0.5407303476746711,0.540730345985208,0.6676684219791374,0.7424798442851892,0.02184282132792207,4.996003610813204e-16,6.938893903907228e-17,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.9781571786720775,5.551115123125783e-17,4.163336342344337e-17,4.163336342344337e-17,0.0
0.5502618662463226,0.5502618645230576,0.6816386590735029,0.7412459046994485,3.949104515621471e-09,2.3592239273284576e-16,8.326672684688674e-17,0.0,0.0,0.0,2.7755575615628914e-17,0.0,0.9999999960508956,4.163336342344337e-17,5.551115123125783e-17,0.0,0.0
