Date,VTI,VEA,VWO,AGG,TLT,TIP,VNQ,DBC,BTC-USD,BIL,LQD,HYG,GLD
2015-01-01,88.58796691894531,27.55909538269043,29.359018325805664,83.05397033691406,96.14736938476562,85.4504165649414,54.1081428527832,15.931044578552246,314.2489929199219,75.80122375488281,83.1731948852539,50.99919509887695,114.08000183105469
2015-01-02,88.58796691894531,27.55909538269043,29.359018325805664,83.05397033691406,96.14736938476562,85.4504165649414,54.1081428527832,15.931044578552246,315.0320129394531,75.80122375488281,83.1731948852539,50.99919509887695,114.08000183105469
2015-01-05,87.06581115722656,26.944881439208984,28.8914794921875,83.2344741821289,97.65764617919922,85.51866912841797,54.404273986816406,15.703831672668457,274.4739990234375,75.81779479980469,83.51333618164062,50.52678680419922,115.80000305175781
2015-01-06,86.21273040771484,26.645095825195312,28.750459671020508,83.44503021240234,99.41720581054688,85.52619934082031,54.943912506103516,15.555272102355957,286.1889953613281,75.80122375488281,83.85340118408203,50.33325958251953,117.12000274658203
2015-01-07,87.24144744873047,26.930273056030273,29.410982131958008,83.43003845214844,99.22084045410156,85.59442901611328,55.786258697509766,15.459142684936523,294.3370056152344,75.80122375488281,83.96444702148438,50.64630889892578,116.43000030517578
2015-01-08,88.78035736083984,27.33974838256836,29.908199310302734,83.30215454101562,97.90691375732422,85.45799255371094,55.99684143066406,15.520316123962402,283.3489990234375,75.80122375488281,83.69379425048828,51.02764129638672,115.94000244140625
2015-01-09,88.04434967041016,27.208120346069336,29.75977897644043,83.50524139404297,98.97920227050781,85.71572875976562,56.023170471191406,15.494098663330078,290.4079895019531,75.80122375488281,83.9158706665039,51.283775329589844,117.26000213623047
2015-01-12,87.41707611083984,27.178874969482422,29.492603302001953,83.57290649414062,99.54560852050781,85.69294738769531,56.450927734375,15.153282165527344,267.7959899902344,75.80122375488281,84.0755615234375,51.221160888671875,118.55999755859375
2015-01-13,87.21636199951172,27.31049346923828,29.70039939880371,83.59547424316406,99.54560852050781,85.5565185546875,56.36539077758789,15.092108726501465,225.86099243164062,75.80122375488281,84.15184783935547,51.221160888671875,118.16000366210938
2015-01-14,86.73961639404297,27.23737335205078,29.58908462524414,83.79850006103516,100.30076599121094,86.06440734863281,56.85235595703125,15.258146286010742,178.10299682617188,75.80122375488281,84.29765319824219,51.10163879394531,117.97000122070312
2015-01-15,85.86144256591797,27.390920639038086,29.678142547607422,84.18211364746094,101.87904357910156,86.74658203125,56.98398971557617,15.048412322998047,209.843994140625,75.80122375488281,84.73493194580078,50.788578033447266,120.94000244140625
2015-01-16,86.99890899658203,27.69071388244629,29.974992752075195,83.85873413085938,100.58019256591797,86.2614974975586,57.47755813598633,15.336796760559082,208.0970001220703,75.80122375488281,84.2629165649414,50.98211669921875,122.5199966430664
2015-01-19,86.99890899658203,27.69071388244629,29.974992752075195,83.85873413085938,100.58019256591797,86.2614974975586,57.47755813598633,15.336796760559082,214.86099243164062,75.80122375488281,84.2629165649414,50.98211669921875,122.5199966430664
2015-01-20,87.1243667602539,27.815021514892578,29.871091842651367,84.00162506103516,101.9167709350586,86.46614837646484,57.023460388183594,15.127063751220703,211.31500244140625,75.80122375488281,84.45723724365234,50.89106369018555,124.19999694824219
2015-01-21,87.51744842529297,28.019760131835938,30.539016723632812,83.8512191772461,100.7387466430664,86.10985565185547,56.98398971557617,15.223194122314453,226.89700317382812,75.81779479980469,84.42255401611328,51.16423416137695,124.2300033569336
2015-01-22,88.8472671508789,28.12212562561035,31.18468475341797,83.80607604980469,100.37627410888672,86.13262939453125,57.997440338134766,15.205714225769043,233.406005859375,75.80122375488281,84.3808822631836,51.232566833496094,125.2300033569336
2015-01-23,88.44580841064453,27.953956604003906,30.917516708374023,84.01666259765625,101.7732925415039,86.65565490722656,57.832923889160156,15.109587669372559,232.87899780273438,75.81779479980469,84.87374877929688,51.232566833496094,124.2300033569336
2015-01-26,88.81385040283203,28.32686996459961,30.95461082458496,83.97908020019531,101.46369934082031,86.51163482666016,58.31989288330078,15.05715274810791,273.4729919433594,75.81779479980469,84.85289764404297,51.465904235839844,122.98999786376953
2015-01-27,87.7767333984375,28.348804473876953,30.791349411010742,83.93397521972656,101.62228393554688,86.78450775146484,58.33962631225586,15.135804176330566,263.4750061035156,75.81779479980469,84.9154052734375,51.42607879638672,124.4000015258789
2015-01-28,86.5890884399414,27.97588348388672,30.427696228027344,84.28740692138672,103.28361511230469,87.1180191040039,57.95135498046875,14.91733169555664,233.9149932861328,75.80122375488281,85.49150085449219,51.31795120239258,123.41999816894531
2015-01-29,87.41707611083984,28.356121063232422,30.45738983154297,84.2197265625,102.60395050048828,87.01949310302734,58.15537643432617,14.847418785095215,233.51300048828125,75.80122375488281,85.2901840209961,51.50008010864258,120.76000213623047
2015-01-30,86.22944641113281,27.89545440673828,29.641033172607422,84.52056121826172,104.42391967773438,87.64862823486328,56.95765686035156,15.205714225769043,226.4250030517578,75.80122375488281,85.99120330810547,51.35778045654297,123.44999694824219
2015-02-02,87.19963836669922,28.261062622070312,30.167951583862305,84.51753234863281,104.02969360351562,87.58797454833984,56.806304931640625,15.415447235107422,238.22900390625,75.80122375488281,86.07128143310547,51.55493927001953,122.41999816894531
2015-02-03,88.5378189086914,28.663219451904297,30.702285766601562,84.19359588623047,101.82774353027344,87.18624114990234,57.299869537353516,15.843653678894043,227.26800537109375,75.81779479980469,85.37529754638672,51.846431732177734,121.05000305175781
2015-02-04,88.22836303710938,28.45848274230957,30.49449348449707,84.3216781616211,102.00177764892578,87.36811065673828,57.062957763671875,15.494098663330078,226.85299682617188,75.80122375488281,85.49359893798828,51.629249572753906,121.58000183105469
2015-02-05,89.19857788085938,28.758275985717773,30.72455596923828,84.1484146118164,100.88188934326172,86.98916625976562,57.74736022949219,15.703831672668457,217.11099243164062,75.80122375488281,85.22219848632812,51.93212890625,121.79000091552734
2015-02-06,88.93089294433594,28.414615631103516,30.219890594482422,83.65884399414062,99.09608459472656,86.30694580078125,56.06922149658203,15.747527122497559,222.26600646972656,75.80122375488281,84.33135986328125,51.97214889526367,118.63999938964844
2015-02-09,88.48764038085938,28.28298568725586,30.182798385620117,83.64376068115234,98.9371337890625,86.1553955078125,55.67439270019531,15.904829025268555,220.11000061035156,75.7846450805664,84.3869857788086,51.846431732177734,119.16999816894531
2015-02-10,89.39088439941406,28.524290084838867,30.130842208862305,83.55332946777344,98.15020751953125,85.86730194091797,55.852081298828125,15.703831672668457,219.83900451660156,75.80122375488281,84.15731048583984,52.023582458496094,118.47000122070312
2015-02-11,89.43275451660156,28.370737075805664,29.99726104736328,83.51567077636719,98.33179473876953,85.70811462402344,55.68754196166992,15.581487655639648,219.18499755859375,75.7846450805664,84.2130126953125,52.00642013549805,117.06999969482422
2015-02-12,90.29417419433594,28.80946159362793,30.694869995117188,83.53072357177734,98.00643157958984,85.57170867919922,56.352210998535156,15.817440032958984,221.76400756835938,75.7846450805664,84.42875671386719,52.00070571899414,117.33999633789062
2015-02-13,90.72073364257812,29.01420021057129,31.00656509399414,83.432861328125,97.00004577636719,85.39735412597656,55.97710037231445,15.992216110229492,235.427001953125,75.80122375488281,84.0947036743164,52.07500076293945,117.9800033569336
2015-02-16,90.72073364257812,29.01420021057129,31.00656509399414,83.432861328125,97.00004577636719,85.39735412597656,55.97710037231445,15.992216110229492,233.84300231933594,75.80122375488281,84.0947036743164,52.07500076293945,117.9800033569336
2015-02-17,90.86292266845703,29.080015182495117,30.91008949279785,83.09387969970703,95.53960418701172,84.96531677246094,55.83890914916992,16.00095558166504,243.61000061035156,75.80122375488281,83.7049331665039,52.04071807861328,116.01000213623047
2015-02-18,90.91310119628906,29.277429580688477,30.93977928161621,83.32736206054688,96.10717010498047,85.32154083251953,56.358787536621094,15.808699607849121,236.3260040283203,75.80122375488281,84.00422668457031,52.21788787841797,116.33999633789062
2015-02-19,90.88801574707031,29.29204750061035,30.84329605102539,83.25959014892578,95.47154998779297,85.25332641601562,55.147918701171875,15.756266593933105,240.2830047607422,75.80122375488281,83.99026489257812,52.097877502441406,115.94000244140625
